id_amostra;data_analise;lote;umidade_pct;proteina_pct;extrato_etereo_pct;fibras_pct;materia_mineral_pct;urease_uph;solubilidade_pct;indice_qualidade;classe_qualidade
FS0478;2026-05-01;FS-2026-0048;12.2;46.21;1.66;5.38;4.47;0.092;81.4;84.67;Conforme
FS0479;2026-05-01;FS-2026-0048;12.14;46.0;2.48;4.41;4.96;0.059;81.73;79.05;Atencao
FS0480;2026-05-01;FS-2026-0048;12.69;45.69;1.2;4.9;4.58;0.14;83.35;86.27;Conforme
FS0481;2026-05-02;FS-2026-0049;12.67;45.98;1.8;4.18;4.23;0.111;81.9;85.48;Conforme
FS0482;2026-05-02;FS-2026-0049;12.13;46.56;2.17;4.29;4.49;0.034;83.35;88.31;Excelente
FS0483;2026-05-02;FS-2026-0049;12.0;45.97;2.12;3.81;4.23;0.031;82.78;77.69;Atencao
FS0484;2026-05-02;FS-2026-0049;12.45;46.55;2.43;4.58;4.05;0.107;81.5;87.12;Conforme
FS0485;2026-05-03;FS-2026-0049;12.31;46.63;1.6;5.27;4.87;0.079;82.59;88.07;Excelente
FS0486;2026-05-03;FS-2026-0049;12.59;46.31;2.5;3.98;4.53;0.119;81.93;89.59;Excelente
FS0487;2026-05-03;FS-2026-0049;12.73;46.17;1.76;4.43;4.37;0.048;82.31;84.02;Conforme
FS0488;2026-05-03;FS-2026-0049;12.37;46.21;1.99;4.83;4.42;0.05;82.89;85.13;Conforme
FS0489;2026-05-04;FS-2026-0049;12.4;46.13;2.17;5.32;4.85;0.169;80.62;77.92;Atencao
FS0490;2026-05-04;FS-2026-0049;12.16;46.54;1.69;3.8;4.37;0.116;83.04;90.07;Excelente
FS0491;2026-05-04;FS-2026-0050;12.22;46.16;1.87;5.07;4.86;0.182;80.58;78.79;Atencao
FS0492;2026-05-04;FS-2026-0050;12.4;46.75;1.62;4.78;4.38;0.066;81.58;88.99;Excelente
FS0493;2026-05-05;FS-2026-0050;12.87;45.65;2.04;4.61;4.43;0.121;82.22;77.71;Atencao
FS0494;2026-05-05;FS-2026-0050;12.04;46.25;1.51;4.52;4.17;0.052;83.85;83.63;Conforme
FS0495;2026-05-05;FS-2026-0050;12.54;45.91;1.74;4.28;4.36;0.198;81.82;83.69;Conforme
FS0496;2026-05-05;FS-2026-0050;12.43;46.36;1.82;5.07;4.36;0.108;83.93;90.82;Excelente
FS0497;2026-05-06;FS-2026-0050;12.36;45.74;1.4;4.71;4.18;0.186;80.73;79.79;Atencao
FS0498;2026-05-06;FS-2026-0050;12.35;45.82;1.68;4.6;4.7;0.078;82.17;81.13;Conforme
FS0499;2026-05-06;FS-2026-0050;12.65;45.78;1.43;3.92;4.67;0.052;83.95;86.84;Conforme
FS0500;2026-05-06;FS-2026-0050;12.66;45.99;1.55;4.94;4.2;0.172;81.22;81.56;Conforme
FS0501;2026-05-07;FS-2026-0051;12.55;46.4;1.69;4.37;4.25;0.184;81.74;85.57;Conforme
FS0502;2026-05-07;FS-2026-0051;12.76;45.77;1.71;4.01;4.44;0.026;82.41;80.41;Conforme
FS0503;2026-05-07;FS-2026-0051;12.34;46.37;1.66;4.74;4.42;0.152;81.85;85.14;Conforme
FS0504;2026-05-07;FS-2026-0051;12.46;46.4;1.72;4.62;4.33;0.096;81.68;89.18;Excelente
FS0505;2026-05-08;FS-2026-0051;12.32;45.52;1.73;4.82;4.0;0.028;83.15;79.69;Atencao
FS0506;2026-05-08;FS-2026-0051;12.29;45.91;1.5;5.34;4.23;0.125;81.59;84.97;Conforme
FS0507;2026-05-08;FS-2026-0051;12.52;46.15;1.32;5.49;4.73;0.057;82.7;87.42;Conforme
FS0508;2026-05-08;FS-2026-0051;12.52;46.45;1.3;5.15;4.14;0.142;84.26;89.53;Excelente
FS0509;2026-05-09;FS-2026-0051;12.09;46.66;1.49;4.12;4.8;0.034;81.84;85.05;Conforme
FS0510;2026-05-09;FS-2026-0051;12.52;46.27;2.07;4.19;4.6;0.037;82.61;89.76;Excelente
FS0511;2026-05-09;FS-2026-0052;12.17;46.05;1.47;5.31;4.42;0.135;82.41;79.86;Atencao
FS0512;2026-05-09;FS-2026-0052;12.64;46.77;1.47;4.08;4.45;0.16;82.94;90.31;Excelente
FS0513;2026-05-10;FS-2026-0052;12.39;45.58;1.85;4.0;4.79;0.166;81.36;79.33;Atencao
FS0514;2026-05-10;FS-2026-0052;12.58;46.45;1.91;3.92;4.45;0.143;82.16;87.46;Conforme
FS0515;2026-05-10;FS-2026-0052;12.64;46.43;1.31;4.46;4.65;0.145;81.44;86.76;Conforme
FS0516;2026-05-10;FS-2026-0052;12.62;45.58;1.5;4.31;4.47;0.162;81.73;82.84;Conforme
FS0517;2026-05-11;FS-2026-0052;12.8;45.09;2.38;4.57;4.27;0.082;81.84;76.88;Atencao
FS0518;2026-05-11;FS-2026-0052;12.74;46.31;1.81;3.5;4.42;0.164;81.25;85.75;Conforme
FS0519;2026-05-11;FS-2026-0052;12.75;46.62;1.95;4.86;4.58;0.042;81.55;82.28;Conforme
FS0520;2026-05-11;FS-2026-0052;12.8;45.39;1.23;4.39;4.5;0.186;82.42;78.63;Atencao
FS0521;2026-05-12;FS-2026-0053;12.52;45.4;1.67;5.35;4.97;0.122;82.8;82.69;Conforme
FS0522;2026-05-12;FS-2026-0053;12.85;46.03;2.43;3.5;4.33;0.136;82.43;83.43;Conforme
FS0523;2026-05-12;FS-2026-0053;12.87;46.03;1.46;4.58;4.65;0.185;81.9;80.49;Conforme
FS0524;2026-05-12;FS-2026-0053;12.5;46.05;2.15;4.7;4.36;0.1;81.39;87.29;Conforme
FS0525;2026-05-13;FS-2026-0053;12.23;46.31;2.28;4.17;4.38;0.092;82.2;84.57;Conforme
FS0526;2026-05-13;FS-2026-0053;12.14;46.7;1.5;4.95;4.52;0.09;82.51;88.25;Excelente
FS0527;2026-05-13;FS-2026-0053;12.41;46.22;2.07;5.34;4.69;0.055;81.29;82.67;Conforme
FS0528;2026-05-13;FS-2026-0053;12.83;46.15;1.3;4.27;4.67;0.113;82.59;85.01;Conforme
FS0529;2026-05-14;FS-2026-0053;12.18;45.74;1.52;4.44;4.34;0.049;82.27;82.28;Conforme
FS0530;2026-05-14;FS-2026-0053;12.75;45.29;1.63;5.66;4.34;0.117;82.85;77.07;Atencao
FS0531;2026-05-14;FS-2026-0054;12.29;46.12;1.54;5.79;4.17;0.029;81.51;79.86;Atencao
FS0532;2026-05-14;FS-2026-0054;12.58;46.39;1.67;5.1;4.13;0.11;82.75;89.22;Excelente
FS0533;2026-05-15;FS-2026-0054;12.36;45.69;1.49;5.1;4.53;0.07;82.55;82.6;Conforme
FS0534;2026-05-15;FS-2026-0054;12.8;45.58;1.61;5.0;4.36;0.047;80.4;76.73;Atencao
FS0535;2026-05-15;FS-2026-0054;12.23;46.03;1.93;4.89;4.37;0.085;83.34;86.99;Conforme
FS0536;2026-05-15;FS-2026-0054;12.74;45.82;2.13;5.54;4.84;0.11;81.4;80.35;Conforme
FS0537;2026-05-16;FS-2026-0054;12.49;46.2;1.78;3.86;4.29;0.069;84.26;90.61;Excelente
FS0538;2026-05-16;FS-2026-0054;12.01;46.47;1.7;4.78;4.66;0.115;82.35;85.0;Conforme
FS0539;2026-05-16;FS-2026-0054;12.47;46.45;1.76;3.73;4.13;0.105;82.76;91.96;Excelente
FS0540;2026-05-16;FS-2026-0054;12.6;46.11;2.07;4.97;4.2;0.104;82.73;88.89;Excelente
FS0541;2026-05-17;FS-2026-0055;12.0;45.44;2.01;4.33;4.49;0.077;81.96;77.55;Atencao
FS0542;2026-05-17;FS-2026-0055;12.64;46.17;1.64;5.13;4.06;0.036;81.34;81.77;Conforme
FS0543;2026-05-17;FS-2026-0055;12.85;45.47;2.35;4.24;4.48;0.133;80.3;75.89;Atencao
FS0544;2026-05-17;FS-2026-0055;12.58;45.97;1.55;5.02;4.62;0.082;82.08;85.81;Conforme
FS0545;2026-05-18;FS-2026-0055;12.64;46.61;1.92;4.18;5.0;0.094;83.88;88.94;Excelente
FS0546;2026-05-18;FS-2026-0055;12.75;46.25;1.76;4.08;4.39;0.096;82.92;88.32;Excelente
FS0547;2026-05-18;FS-2026-0055;12.3;46.47;1.73;5.37;4.34;0.156;82.26;85.04;Conforme
FS0548;2026-05-18;FS-2026-0055;12.3;46.07;1.86;4.25;4.36;0.149;81.75;84.7;Conforme
FS0549;2026-05-19;FS-2026-0055;12.13;45.94;1.42;5.01;4.31;0.061;82.96;82.6;Conforme
FS0550;2026-05-19;FS-2026-0055;12.56;45.62;1.8;5.45;4.09;0.036;82.18;79.24;Atencao
FS0551;2026-05-19;FS-2026-0056;12.7;46.61;1.58;4.92;4.5;0.082;82.48;87.34;Conforme
FS0552;2026-05-19;FS-2026-0056;12.5;45.75;1.66;4.39;4.65;0.071;82.49;86.02;Conforme
FS0553;2026-05-20;FS-2026-0056;12.12;45.88;1.4;4.46;4.65;0.2;81.97;79.22;Atencao
FS0554;2026-05-20;FS-2026-0056;12.57;45.46;1.64;5.24;4.61;0.029;80.06;77.29;Atencao
FS0555;2026-05-20;FS-2026-0056;12.15;45.86;1.2;5.22;4.51;0.091;82.04;82.44;Conforme
FS0556;2026-05-20;FS-2026-0056;12.62;46.6;2.09;5.02;4.7;0.035;82.36;86.17;Conforme
FS0557;2026-05-21;FS-2026-0056;12.42;46.13;2.04;4.44;4.5;0.074;82.42;86.42;Conforme
FS0558;2026-05-21;FS-2026-0056;12.71;45.81;2.12;4.62;4.37;0.052;80.67;80.0;Conforme
FS0559;2026-05-21;FS-2026-0056;12.3;46.75;1.81;4.8;4.63;0.059;81.76;87.0;Conforme
FS0560;2026-05-21;FS-2026-0056;12.28;46.1;2.5;4.03;4.2;0.093;83.49;84.67;Conforme
FS0561;2026-05-22;FS-2026-0057;12.33;47.0;1.84;5.67;4.41;0.121;83.23;89.37;Excelente
FS0562;2026-05-22;FS-2026-0057;12.38;45.41;1.66;4.72;4.49;0.085;82.3;83.96;Conforme
FS0563;2026-05-22;FS-2026-0057;12.93;45.88;1.2;4.33;4.84;0.072;81.27;79.27;Atencao
FS0564;2026-05-22;FS-2026-0057;12.43;47.0;1.88;4.75;4.49;0.068;84.1;97.24;Excelente
FS0565;2026-05-23;FS-2026-0057;12.99;46.67;1.86;4.17;4.46;0.056;82.37;86.14;Conforme
FS0566;2026-05-23;FS-2026-0057;12.32;46.35;1.26;5.1;4.43;0.131;81.4;83.18;Conforme
FS0567;2026-05-23;FS-2026-0057;12.24;45.95;2.01;5.26;4.16;0.1;80.32;78.73;Atencao
FS0568;2026-05-23;FS-2026-0057;12.42;46.63;1.2;5.05;4.84;0.096;83.26;91.37;Excelente
FS0569;2026-05-24;FS-2026-0057;12.58;45.69;1.96;4.15;4.89;0.036;80.3;77.25;Atencao
FS0570;2026-05-24;FS-2026-0057;12.56;46.26;1.44;4.09;4.96;0.108;82.96;88.48;Excelente
FS0571;2026-05-24;FS-2026-0058;12.87;45.93;2.12;4.02;4.31;0.065;82.66;81.6;Conforme
FS0572;2026-05-24;FS-2026-0058;12.26;46.2;2.19;4.05;4.39;0.105;82.25;85.12;Conforme
FS0573;2026-05-25;FS-2026-0058;12.47;45.71;1.81;4.35;4.44;0.076;82.74;85.33;Conforme
FS0574;2026-05-25;FS-2026-0058;12.77;46.03;1.63;5.32;4.52;0.15;82.56;83.47;Conforme
FS0575;2026-05-25;FS-2026-0058;12.39;46.54;1.54;4.89;4.45;0.111;84.03;91.17;Excelente
FS0576;2026-05-25;FS-2026-0058;12.07;46.45;1.4;5.51;4.43;0.05;80.4;80.08;Conforme
FS0577;2026-05-26;FS-2026-0058;13.0;46.27;1.61;5.95;4.6;0.07;82.32;79.93;Atencao
FS0578;2026-05-26;FS-2026-0058;12.6;46.74;1.75;4.86;4.96;0.093;80.38;85.25;Conforme
FS0579;2026-05-26;FS-2026-0058;12.59;46.4;2.1;5.63;4.57;0.086;82.79;86.34;Conforme
FS0580;2026-05-26;FS-2026-0058;12.06;46.36;1.7;4.38;4.52;0.057;83.51;86.92;Conforme
FS0581;2026-05-27;FS-2026-0059;12.62;46.67;1.8;4.18;4.23;0.021;83.42;86.75;Conforme
FS0582;2026-05-27;FS-2026-0059;12.2;46.29;1.24;5.08;4.59;0.119;79.29;81.83;Conforme
FS0583;2026-05-27;FS-2026-0059;12.79;45.61;1.77;4.64;4.53;0.073;82.19;80.32;Conforme
FS0584;2026-05-27;FS-2026-0059;12.27;45.5;1.26;4.89;4.37;0.105;83.57;82.49;Conforme
FS0585;2026-05-28;FS-2026-0059;12.5;46.66;1.32;4.07;4.43;0.043;83.04;91.82;Excelente
FS0586;2026-05-28;FS-2026-0059;12.31;46.5;2.14;5.09;4.47;0.107;82.27;87.26;Conforme
FS0587;2026-05-28;FS-2026-0059;12.61;46.06;1.82;4.95;4.49;0.038;81.22;82.26;Conforme
FS0588;2026-05-28;FS-2026-0059;12.48;45.84;1.21;3.87;4.45;0.017;80.71;84.49;Conforme
FS0589;2026-05-29;FS-2026-0059;12.7;45.91;1.74;4.44;4.54;0.084;82.55;84.99;Conforme
FS0590;2026-05-29;FS-2026-0059;12.57;46.31;1.47;4.75;4.03;0.126;82.47;88.78;Excelente
FS0591;2026-05-29;FS-2026-0060;12.01;46.27;1.98;4.56;4.45;0.081;83.56;82.87;Conforme
FS0592;2026-05-29;FS-2026-0060;12.62;46.06;1.68;4.93;4.72;0.11;81.71;86.82;Conforme
FS0593;2026-05-30;FS-2026-0060;12.77;46.14;1.84;3.5;4.67;0.091;83.32;89.74;Excelente
FS0594;2026-05-30;FS-2026-0060;12.81;45.57;1.94;4.46;4.66;0.164;82.7;77.68;Atencao
FS0595;2026-05-30;FS-2026-0060;12.67;45.61;2.09;5.09;4.66;0.1;81.59;80.95;Conforme
FS0596;2026-05-30;FS-2026-0060;12.38;45.85;1.43;4.44;4.39;0.041;81.94;81.49;Conforme
FS0597;2026-05-31;FS-2026-0060;12.55;45.6;1.44;5.73;4.24;0.107;83.83;83.56;Conforme
FS0598;2026-05-31;FS-2026-0060;12.78;46.07;1.79;4.31;4.54;0.132;82.93;84.91;Conforme
FS0599;2026-05-31;FS-2026-0060;12.39;47.0;2.26;5.29;4.07;0.128;80.38;85.18;Conforme
FS0600;2026-05-31;FS-2026-0060;12.0;46.09;1.9;4.19;4.37;0.103;83.79;84.43;Conforme
FS0601;2026-06-01;FS-2026-0061;12.56;46.37;1.43;4.71;4.53;0.14;83.08;88.16;Excelente
FS0602;2026-06-01;FS-2026-0061;12.0;45.36;1.65;4.53;4.58;0.11;81.97;78.01;Atencao
FS0603;2026-06-01;FS-2026-0061;12.09;46.09;2.29;4.98;4.7;0.051;82.34;77.94;Atencao
FS0604;2026-06-01;FS-2026-0061;12.46;45.44;1.79;3.77;4.22;0.034;83.23;84.47;Conforme
FS0605;2026-06-02;FS-2026-0061;12.69;46.01;2.27;5.1;4.02;0.074;82.87;80.89;Conforme
FS0606;2026-06-02;FS-2026-0061;12.53;46.13;2.01;4.75;4.68;0.13;82.29;86.54;Conforme
FS0607;2026-06-02;FS-2026-0061;12.55;46.68;1.95;3.85;4.86;0.141;82.89;89.59;Excelente
FS0608;2026-06-02;FS-2026-0061;12.57;46.76;1.46;4.65;4.59;0.103;82.77;91.68;Excelente
FS0609;2026-06-03;FS-2026-0061;12.28;46.29;1.84;4.84;4.52;0.105;84.02;87.88;Conforme
FS0610;2026-06-03;FS-2026-0061;12.47;45.92;1.65;5.04;4.56;0.125;80.76;84.7;Conforme
FS0611;2026-06-03;FS-2026-0062;12.65;46.11;1.45;3.96;4.53;0.027;81.13;84.98;Conforme
FS0612;2026-06-03;FS-2026-0062;12.27;45.59;1.77;4.89;4.51;0.172;82.05;79.72;Atencao
FS0613;2026-06-04;FS-2026-0062;13.0;45.62;1.31;4.44;4.4;0.079;83.21;79.39;Atencao
FS0614;2026-06-04;FS-2026-0062;12.54;46.07;1.75;4.89;4.22;0.087;81.82;85.28;Conforme
FS0615;2026-06-04;FS-2026-0062;12.6;46.15;1.52;4.65;4.48;0.092;82.13;87.93;Conforme
FS0616;2026-06-04;FS-2026-0062;12.39;45.42;2.01;4.57;4.69;0.077;79.45;77.89;Atencao
FS0617;2026-06-05;FS-2026-0062;12.33;46.97;1.87;5.61;4.75;0.037;82.58;88.42;Excelente
FS0618;2026-06-05;FS-2026-0062;12.38;46.35;1.58;4.33;4.54;0.065;82.67;87.5;Conforme
FS0619;2026-06-05;FS-2026-0062;12.47;45.86;1.78;3.99;4.81;0.125;81.56;85.53;Conforme
FS0620;2026-06-05;FS-2026-0062;12.63;46.24;2.12;4.88;4.73;0.135;81.16;84.57;Conforme
FS0621;2026-06-06;FS-2026-0063;12.92;46.23;1.59;4.84;4.93;0.132;82.08;82.67;Conforme
FS0622;2026-06-06;FS-2026-0063;12.63;46.52;1.75;3.71;4.41;0.084;82.39;88.44;Excelente
FS0623;2026-06-06;FS-2026-0063;12.51;45.97;2.18;5.11;4.56;0.038;81.07;81.02;Conforme
FS0624;2026-06-06;FS-2026-0063;12.85;45.77;1.2;5.06;4.29;0.043;82.74;79.76;Atencao
FS0625;2026-06-07;FS-2026-0063;12.7;46.06;1.62;4.15;4.4;0.073;82.34;87.61;Conforme
FS0626;2026-06-07;FS-2026-0063;12.5;46.71;1.26;5.2;4.63;0.043;80.95;87.29;Conforme
FS0627;2026-06-07;FS-2026-0063;12.51;46.0;2.01;4.87;4.3;0.057;83.04;85.57;Conforme
FS0628;2026-06-07;FS-2026-0063;12.65;45.93;1.79;4.39;4.77;0.104;81.76;86.13;Conforme
FS0629;2026-06-08;FS-2026-0063;12.47;46.43;1.44;4.18;4.79;0.129;81.36;89.7;Excelente
FS0630;2026-06-08;FS-2026-0063;12.43;46.28;2.28;4.38;4.45;0.025;82.58;85.42;Conforme
FS0631;2026-06-08;FS-2026-0064;12.34;46.13;1.54;4.54;4.33;0.144;83.27;87.05;Conforme
FS0632;2026-06-08;FS-2026-0064;12.36;46.49;1.33;5.98;4.42;0.146;82.06;85.48;Conforme
FS0633;2026-06-09;FS-2026-0064;12.79;46.0;1.68;4.23;4.16;0.115;81.41;84.5;Conforme
FS0634;2026-06-09;FS-2026-0064;12.59;46.25;1.84;4.58;4.74;0.098;82.84;88.98;Excelente
FS0635;2026-06-09;FS-2026-0064;12.37;45.82;1.67;4.35;4.23;0.091;82.94;86.13;Conforme
FS0636;2026-06-09;FS-2026-0064;12.88;46.17;1.82;4.1;4.03;0.146;82.47;82.75;Conforme
FS0637;2026-06-10;FS-2026-0064;12.52;46.25;1.68;4.93;4.39;0.129;81.56;87.99;Conforme
FS0638;2026-06-10;FS-2026-0064;12.86;46.08;1.79;4.51;4.68;0.086;83.16;85.24;Conforme
FS0639;2026-06-10;FS-2026-0064;12.36;46.52;1.8;4.76;4.82;0.085;81.09;85.53;Conforme
FS0640;2026-06-10;FS-2026-0064;12.4;46.52;2.07;4.31;4.5;0.081;81.44;88.32;Excelente
FS0641;2026-06-11;FS-2026-0065;12.35;46.23;2.17;5.46;4.33;0.025;81.53;80.46;Conforme
FS0642;2026-06-11;FS-2026-0065;12.42;45.61;1.86;4.66;4.0;0.082;81.37;80.84;Conforme
FS0643;2026-06-11;FS-2026-0065;12.5;46.41;2.15;4.42;4.27;0.069;83.03;90.64;Excelente
FS0644;2026-06-11;FS-2026-0065;12.0;46.51;1.85;3.79;4.44;0.055;81.61;86.07;Conforme
FS0645;2026-06-12;FS-2026-0065;12.11;46.54;2.11;4.18;4.76;0.159;82.28;84.42;Conforme
FS0646;2026-06-12;FS-2026-0065;12.61;46.38;2.13;4.88;4.89;0.079;80.68;84.3;Conforme
FS0647;2026-06-12;FS-2026-0065;12.92;45.79;1.52;4.91;4.13;0.07;83.12;78.45;Atencao
FS0648;2026-06-12;FS-2026-0065;12.5;46.52;1.87;4.38;4.29;0.105;82.76;89.55;Excelente
FS0649;2026-06-13;FS-2026-0065;12.64;46.26;2.01;4.05;4.63;0.11;84.29;87.93;Conforme
FS0650;2026-06-13;FS-2026-0065;12.5;45.6;2.2;4.49;4.62;0.105;82.12;83.35;Conforme
FS0651;2026-06-13;FS-2026-0066;12.53;46.31;1.44;5.13;4.33;0.106;82.23;89.4;Excelente
FS0652;2026-06-13;FS-2026-0066;12.41;46.14;1.59;3.78;4.8;0.056;80.97;84.68;Conforme
FS0653;2026-06-14;FS-2026-0066;12.43;45.52;1.91;4.85;4.0;0.082;82.93;81.24;Conforme
FS0654;2026-06-14;FS-2026-0066;12.75;45.25;2.1;4.73;4.53;0.084;81.84;76.24;Atencao
FS0655;2026-06-14;FS-2026-0066;12.85;46.67;1.91;5.12;4.06;0.107;80.01;80.92;Conforme
FS0656;2026-06-14;FS-2026-0066;12.58;45.96;1.53;3.68;4.45;0.088;82.17;88.48;Excelente
FS0657;2026-06-15;FS-2026-0066;12.49;46.4;1.89;5.13;4.49;0.1;82.7;90.18;Excelente
FS0658;2026-06-15;FS-2026-0066;12.71;45.93;2.2;5.14;4.47;0.135;81.9;79.11;Atencao
FS0659;2026-06-15;FS-2026-0066;12.75;46.62;1.49;3.74;4.16;0.03;83.81;90.22;Excelente
FS0660;2026-06-15;FS-2026-0066;12.37;45.97;2.26;4.66;4.58;0.053;81.64;83.25;Conforme
FS0661;2026-06-16;FS-2026-0067;12.62;45.29;1.47;4.55;4.74;0.034;81.83;82.58;Conforme
FS0662;2026-06-16;FS-2026-0067;12.67;45.86;1.7;4.85;4.67;0.077;81.8;84.41;Conforme
FS0663;2026-06-16;FS-2026-0067;12.0;46.71;1.42;3.59;4.3;0.161;81.5;84.77;Conforme
FS0664;2026-06-16;FS-2026-0067;12.53;45.99;1.6;5.16;4.36;0.035;82.82;83.27;Conforme
FS0665;2026-06-17;FS-2026-0067;12.45;45.42;1.99;3.5;4.47;0.154;82.52;83.62;Conforme
FS0666;2026-06-17;FS-2026-0067;12.43;46.42;1.85;4.67;4.56;0.08;82.41;86.51;Conforme
FS0667;2026-06-17;FS-2026-0067;12.73;46.37;1.57;5.07;4.97;0.122;81.57;85.08;Conforme
FS0668;2026-06-17;FS-2026-0067;12.33;46.4;2.02;4.57;4.34;0.091;81.6;87.0;Conforme
FS0669;2026-06-18;FS-2026-0067;12.9;46.04;2.39;3.85;4.91;0.075;82.33;82.23;Conforme
FS0670;2026-06-18;FS-2026-0067;12.59;46.64;1.32;4.66;4.26;0.11;83.25;92.07;Excelente
FS0671;2026-06-18;FS-2026-0068;12.58;45.6;1.79;4.25;4.99;0.065;83.94;86.77;Conforme
FS0672;2026-06-18;FS-2026-0068;12.69;46.66;1.34;4.49;4.79;0.05;81.53;84.72;Conforme
FS0673;2026-06-19;FS-2026-0068;12.48;46.68;1.7;4.83;4.68;0.055;80.19;87.06;Conforme
FS0674;2026-06-19;FS-2026-0068;12.28;46.94;2.22;4.81;4.43;0.118;82.65;89.71;Excelente
FS0675;2026-06-19;FS-2026-0068;12.36;46.02;1.81;4.38;4.44;0.082;80.76;84.33;Conforme
FS0676;2026-06-19;FS-2026-0068;12.36;45.54;1.68;4.95;4.44;0.092;83.09;84.91;Conforme
FS0677;2026-06-20;FS-2026-0068;12.43;45.97;1.73;5.14;4.52;0.062;83.06;85.53;Conforme
FS0678;2026-06-20;FS-2026-0068;12.77;45.43;1.45;4.48;4.51;0.128;82.24;81.14;Conforme
FS0679;2026-06-20;FS-2026-0068;12.15;45.88;1.44;4.24;4.38;0.087;81.3;81.58;Conforme
FS0680;2026-06-20;FS-2026-0068;12.64;46.3;1.64;5.56;4.44;0.025;82.86;85.58;Conforme
FS0681;2026-06-21;FS-2026-0069;12.51;46.16;1.87;4.63;4.56;0.099;80.87;88.48;Excelente
FS0682;2026-06-21;FS-2026-0069;12.51;46.44;2.35;3.97;4.8;0.103;82.68;91.94;Excelente
FS0683;2026-06-21;FS-2026-0069;12.13;46.15;1.78;5.54;4.19;0.07;81.35;82.33;Conforme
FS0684;2026-06-21;FS-2026-0069;12.41;45.96;1.83;5.06;4.34;0.115;84.28;88.59;Excelente
FS0685;2026-06-22;FS-2026-0069;12.53;46.23;1.27;3.72;4.35;0.115;82.88;90.75;Excelente
FS0686;2026-06-22;FS-2026-0069;12.55;45.68;1.88;4.63;4.35;0.058;80.96;81.64;Conforme
FS0687;2026-06-22;FS-2026-0069;12.73;46.59;1.83;4.87;4.89;0.076;82.47;85.49;Conforme
FS0688;2026-06-22;FS-2026-0069;12.13;46.45;2.14;4.95;4.43;0.074;82.01;86.32;Conforme
FS0689;2026-06-23;FS-2026-0069;12.33;46.32;1.82;4.53;4.43;0.154;82.24;86.67;Conforme
FS0690;2026-06-23;FS-2026-0069;12.5;45.6;1.26;4.35;4.58;0.043;82.0;85.06;Conforme
FS0691;2026-06-23;FS-2026-0070;12.69;45.72;1.31;5.43;4.51;0.021;82.24;81.86;Conforme
FS0692;2026-06-23;FS-2026-0070;12.3;46.32;1.94;3.98;4.64;0.098;81.76;86.21;Conforme
FS0693;2026-06-24;FS-2026-0070;12.24;46.15;2.5;5.44;4.87;0.028;82.79;79.91;Atencao
FS0694;2026-06-24;FS-2026-0070;12.62;46.36;2.17;4.55;4.49;0.074;82.26;86.07;Conforme
FS0695;2026-06-24;FS-2026-0070;12.89;46.48;1.89;3.56;4.65;0.081;82.44;87.5;Conforme
FS0696;2026-06-24;FS-2026-0070;12.71;46.58;1.62;4.38;4.14;0.094;81.89;88.89;Excelente
FS0697;2026-06-25;FS-2026-0070;12.51;46.72;1.44;4.07;4.36;0.05;83.24;91.67;Excelente
FS0698;2026-06-25;FS-2026-0070;12.93;45.76;1.72;4.77;4.21;0.053;83.83;78.69;Atencao
FS0699;2026-06-25;FS-2026-0070;13.0;45.59;2.07;4.08;4.68;0.106;81.71;77.88;Atencao
FS0700;2026-06-25;FS-2026-0070;12.29;46.24;1.79;4.69;4.28;0.193;83.88;82.7;Conforme
FS0701;2026-06-26;FS-2026-0071;12.12;46.23;1.92;4.32;4.4;0.048;82.99;84.44;Conforme
FS0702;2026-06-26;FS-2026-0071;12.73;46.33;2.23;4.97;4.59;0.091;82.13;85.93;Conforme
FS0703;2026-06-26;FS-2026-0071;12.1;45.75;1.89;4.19;4.65;0.122;81.84;81.59;Conforme
FS0704;2026-06-26;FS-2026-0071;12.7;45.81;1.79;5.15;4.76;0.124;81.3;78.5;Atencao
FS0705;2026-06-27;FS-2026-0071;12.53;45.71;1.72;5.2;4.2;0.163;81.18;80.24;Conforme
FS0706;2026-06-27;FS-2026-0071;12.58;46.28;2.46;3.68;4.84;0.057;83.46;87.95;Conforme
FS0707;2026-06-27;FS-2026-0071;12.55;46.19;1.42;3.92;4.22;0.055;82.73;88.46;Excelente
FS0708;2026-06-27;FS-2026-0071;12.35;46.14;1.96;6.0;4.14;0.182;81.3;78.32;Atencao
FS0709;2026-06-28;FS-2026-0071;12.03;46.39;2.15;4.67;4.08;0.114;82.4;81.55;Conforme
FS0710;2026-06-28;FS-2026-0071;12.44;46.02;1.3;5.39;4.48;0.057;80.87;82.08;Conforme
FS0711;2026-06-28;FS-2026-0072;12.27;45.27;1.95;4.95;4.54;0.055;81.37;76.71;Atencao
FS0712;2026-06-28;FS-2026-0072;12.29;45.97;1.32;3.5;4.71;0.067;83.89;88.1;Excelente
FS0713;2026-06-29;FS-2026-0072;12.31;46.66;2.1;4.95;4.3;0.065;85.0;89.4;Excelente
FS0714;2026-06-29;FS-2026-0072;12.47;46.01;1.96;4.0;4.26;0.083;83.08;87.51;Conforme
FS0715;2026-06-29;FS-2026-0072;12.73;45.95;1.93;4.38;4.28;0.033;84.2;85.0;Conforme
FS0716;2026-06-29;FS-2026-0072;12.75;46.78;1.55;4.52;4.5;0.094;81.1;88.4;Excelente
